tweet_id,retweet_count,favorite_count
732005617171337216,4776,13333
731285275100512256,881,3119
731156023742988288,1117,3457
730924654643314689,1746,5466
730573383004487680,1874,4347
730427201120833536,924,3123
730211855403241472,941,3400
730196704625098752,1666,4322
729854734790754305,991,3616
729838605770891264,334,1558
729823566028484608,1105,3554
729463711119904772,2050,5188
729113531270991872,286,1698
728986383096946689,725,2811
728760639972315136,1509,4171
728751179681943552,604,2468
728653952833728512,928,2986
728409960103686147,1791,4379
728387165835677696,861,3320
728046963732717569,1062,3818
728035342121635841,1479,4048
728015554473250816,971,3684
727685679342333952,559,2653
727644517743104000,1557,5255
727524757080539137,1059,3991
727314416056803329,661,2991
727286334147182592,728,2734
727175381690781696,1214,3493
727155742655025152,1171,3247
726935089318363137,2152,6138
726887082820554753,1343,3449
726828223124897792,896,3204
726224900189511680,1019,3957
725842289046749185,2367,6343
725786712245440512,1223,3740
725729321944506368,1571,4657
725458796924002305,550,1279
724983749226668032,1141,3351
724771698126512129,559,2099
724405726123311104,1481,4743
724049859469295616,1585,3862
724046343203856385,507,2391
724004602748780546,1369,3747
723912936180330496,1101,3496
723688335806480385,2597,6886
723673163800948736,800,2722
723179728551723008,1655,4743
722974582966214656,1401,3687
722613351520608256,1461,4466
721503162398597120,1610,4132
721001180231503872,543,2288
720785406564900865,683,2775
720775346191278080,549,2207
720415127506415616,1329,3694
720389942216527872,2211,5713
720340705894408192,850,2560
720059472081784833,997,3459
720043174954147842,1775,4450
719991154352222208,1565,4369
719704490224398336,1263,4047
719551379208073216,1682,4543
719367763014393856,675,2538
719339463458033665,1096,3981
719332531645071360,830,3095
718971898235854848,957,3123
718939241951195136,1549,4669
718631497683582976,7071,16888
718613305783398402,423,2182
718540630683709445,907,2190
718460005985447936,464,2420
718454725339934721,1351,4390
718246886998687744,436,1706
718234618122661888,891,3465
717841801130979328,537,2220
717790033953034240,966,2569
717537687239008257,1621,5161
717428917016076293,398,1440
717421804990701568,737,2794
717047459982213120,1700,5619
717009362452090881,856,2910
716802964044845056,1027,3860
716791146589110272,1464,8224
716730379797970944,392,1109
716447146686459905,5200,11706
716439118184652801,183,2135
716285507865542656,946,2494
716080869887381504,1674,6070
715928423106027520,771,2858
715758151270801409,1265,3331
715733265223708672,1499,4165
715704790270025728,506,2497
715696743237730304,1138,3488
715680795826982913,1420,3878
715360349751484417,1385,4909
715342466308784130,607,2716
715220193576927233,576,2152
715200624753819648,1648,4627
715009755312439296,1078,3716
714982300363173890,912,3333
714962719905021952,3754,6554
714957620017307648,1259,3717
714631576617938945,872,2939
714606013974974464,812,3267
714485234495041536,992,2394
714258258790387713,660,2736
714251586676113411,746,2946
714214115368108032,782,2072
714141408463036416,1245,3882
713919462244790272,703,2960
713909862279876608,475,1705
713900603437621249,641,2538
713761197720473600,1214,4346
713411074226274305,1158,3992
713177543487135744,2543,6472
713175907180089344,1304,3975
712809025985978368,5957,17089
712717840512598017,4432,11047
712668654853337088,1082,3722
712438159032893441,1387,4763
712309440758808576,24,217
712097430750289920,915,3363
712092745624633345,785,2631
712085617388212225,426,2932
712065007010385924,559,2016
711998809858043904,119,0
711968124745228288,2047,7209
711743778164514816,886,2547
711732680602345472,3613,7897
711694788429553666,16283,29545
711652651650457602,807,3454
711363825979756544,1001,3240
711306686208872448,661,2973
711008018775851008,547,2660
710997087345876993,1236,4103
710844581445812225,599,2291
710833117892898816,464,2405
710658690886586372,504,2082
710609963652087808,2119,4320
710588934686908417,1661,4082
710296729921429505,657,2139
710283270106132480,470,1932
710272297844797440,1113,4037
710269109699739648,992,2141
710153181850935296,795,2629
710140971284037632,783,2458
710117014656950272,1752,4918
709918798883774466,963,3129
709901256215666688,89,595
709852847387627521,1071,3151
709566166965075968,1048,3172
709556954897764353,966,2932
709519240576036864,216,1346
709449600415961088,506,1961
709409458133323776,604,2377
709225125749587968,514,2151
709207347839836162,5084,11182
709198395643068416,574,2206
709179584944730112,589,1816
709158332880297985,358,1825
709042156699303936,1449,4217
708853462201716736,583,1636
708845821941387268,792,2690
708834316713893888,438,1498
708810915978854401,6146,14874
708738143638450176,726,2481
708711088997666817,628,2286
708479650088034305,607,2282
708469915515297792,712,2755
708400866336894977,8895,14329
708356463048204288,1176,3227
708349470027751425,662,2137
708149363256774660,1386,3892
708130923141795840,767,3027
708119489313951744,868,2415
708109389455101952,490,1759
708026248782585858,1714,3971
707995814724026368,988,2792
707983188426153984,2,43
707969809498152960,854,2426
707776935007539200,851,2934
707741517457260545,543,2231
707738799544082433,2155,3640
707693576495472641,899,3033
707629649552134146,771,2300
707610948723478529,5596,15220
707420581654872064,611,2018
707411934438625280,531,2066
707387676719185920,1119,3130
707377100785885184,957,2929
707315916783140866,564,2231
707297311098011648,697,2508
707059547140169728,611,2342
707038192327901184,698,1971
707021089608753152,1203,3646
707014260413456384,534,2066
706904523814649856,6992,13131
706901761596989440,507,1844
706681918348251136,876,2950
706644897839910912,959,2295
706593038911545345,567,1935
706538006853918722,1265,3115
706516534877929472,913,2815
706346369204748288,823,3078
706310011488698368,6992,19067
706291001778950144,425,1526
706265994973601792,826,2443
706169069255446529,1976,3516
706166467411222528,1418,4615
706153300320784384,336,1327
705975130514706432,652,2793
705970349788291072,784,2851
705898680587526145,487,2121
705786532653883392,455,1758
705591895322394625,1007,2817
705475953783398401,806,2665
705442520700944385,1430,3967
705428427625635840,1491,3411
705239209544720384,662,2677
705223444686888960,706,2322
705102439679201280,467,1921
705066031337840642,548,1965
704871453724954624,994,3892
704859558691414016,468,2009
704847917308362754,1340,4575
704819833553219584,881,2382
704761120771465216,2572,5961
704499785726889984,878,2579
704491224099647488,68,668
704480331685040129,955,3059
704364645503647744,3166,7164
704347321748819968,305,1407
704134088924532736,403,1354
704113298707505153,509,1664
704054845121142784,831,2626
703774238772166656,395,1662
703769065844768768,998,2920
703631701117943808,586,2307
703611486317502464,1347,3441
703425003149250560,1191,3399
703407252292673536,611,2211
703382836347330562,1006,3135
703356393781329922,338,1723
703268521220972544,487,1785
703079050210877440,2737,6641
703041949650034688,11068,23699
702932127499816960,633,2296
702899151802126337,401,1450
702684942141153280,945,2898
702671118226825216,495,1960
702598099714314240,3075,10999
702539513671897089,847,2579
702332542343577600,1359,2852
702321140488925184,930,2938
702276748847800320,682,2226
702217446468493312,1193,4261
701981390485725185,869,3066
701952816642965504,906,3435
701889187134500865,1237,3169
701805642395348998,1479,3052
701601587219795968,410,1881
701570477911896070,815,2505
701545186879471618,533,2387
701214700881756160,4541,10979
700890391244103680,499,1984
700864154249383937,546,2336
700847567345688576,443,2216
700796979434098688,841,2186
700747788515020802,8269,20474
700518061187723268,705,2325
700505138482569216,512,2042
700462010979500032,1597,3685
700167517596164096,636,2356
700151421916807169,590,1999
700143752053182464,2378,6726
700062718104104960,594,2380
700029284593901568,523,1868
700002074055016451,1176,2954
699801817392291840,833,2708
699788877217865730,461,1998
699779630832685056,1083,2441
699775878809702401,530,1766
699691744225525762,4059,9222
699446877801091073,2341,5353
699434518667751424,458,1980
699423671849451520,281,1217
699413908797464576,554,1876
699370870310113280,380,1695
699323444782047232,772,2832
699088579889332224,551,2020
699079609774645248,555,2199
699072405256409088,1060,2635
699060279947165696,1583,3358
699036661657767936,1071,2348
698989035503689728,855,3008
698953797952008193,799,2413
698907974262222848,545,2283
698710712454139905,602,2210
698703483621523456,331,1288
698635131305795584,305,1158
698549713696649216,545,2085
698355670425473025,387,1660
698342080612007937,847,2030
698262614669991936,1748,4281
698195409219559425,5332,15110
698178924120031232,661,2528
697995514407682048,298,1375
697990423684476929,1149,2948
697943111201378304,594,2150
697881462549430272,1031,2721
697630435728322560,487,1557
697616773278015490,902,2827
697596423848730625,1103,2695
697575480820686848,442,1839
697516214579523584,974,1835
697482927769255936,587,2183
697463031882764288,1240,3085
697270446429966336,1679,4246
697259378236399616,878,2952
697255105972801536,1032,2782
697242256848379904,604,2274
696900204696625153,911,2854
696894894812565505,607,2112
696886256886657024,1594,4347
696877980375769088,625,2203
696754882863349760,320,1337
696744641916489729,821,1851
696713835009417216,574,2124
696518437233913856,1533,3549
696490539101908992,120,1106
696488710901260288,903,2260
696405997980676096,1030,2855
696100768806522880,579,1725
695816827381944320,1025,2695
695794761660297217,685,2846
695767669421768709,650,1671
695629776980148225,1849,4094
695446424020918272,1618,4001
695409464418041856,3170,7772
695314793360662529,1270,3269
695095422348574720,533,2402
695074328191332352,969,2550
695064344191721472,517,1449
695051054296211456,706,2371
694925794720792577,803,2431
694905863685980160,815,2467
694669722378485760,12773,32107
694356675654983680,245,1361
694352839993344000,533,1839
694342028726001664,424,1426
694329668942569472,440,1780
694206574471057408,1824,3725
694183373896572928,829,2645
694001791655137281,906,3051
693993230313091072,354,1690
693942351086120961,320,1571
693647888581312512,510,2405
693644216740769793,114,1224
693642232151285760,371,2283
693629975228977152,711,2219
693622659251335168,330,1399
693590843962331137,1739,4531
693582294167244802,219,1489
693486665285931008,553,1596
693280720173801472,1098,3028
693267061318012928,716,2155
693262851218264065,443,2004
693231807727280129,654,2590
693155686491000832,2839,7089
693109034023534592,546,1525
693095443459342336,397,1650
692919143163629568,681,2439
692905862751522816,772,2184
692901601640583168,529,1581
692894228850999298,699,2029
692828166163931137,780,2587
692752401762250755,3225,6116
692568918515392513,1366,3942
692535307825213440,1212,2830
692530551048294401,361,1651
692423280028966913,191,1337
692417313023332352,3064,8408
692187005137076224,731,2278
692158366030913536,708,1922
692142790915014657,349,1476
692041934689402880,1111,3055
692017291282812928,846,2612
691820333922455552,1454,3542
691793053716221953,3745,7297
691756958957883396,869,2539
691675652215414786,453,1756
691483041324204033,490,2138
691459709405118465,997,3634
691444869282295808,734,2371
691416866452082688,6746,17395
691321916024623104,587,2318
691096613310316544,780,2681
691090071332753408,296,1558
690989312272396288,2547,5307
690959652130045952,1091,3228
690938899477221376,1710,3694
690932576555528194,879,2957
690735892932222976,1123,3404
690728923253055490,456,1939
690690673629138944,733,2088
690649993829576704,244,1174
690607260360429569,14,275
690597161306841088,536,1737
690400367696297985,394,1703
690374419777196032,754,2896
690360449368465409,775,2388
690348396616552449,457,1337
690248561355657216,362,1496
690021994562220032,910,2524
690015576308211712,648,2242
690005060500217858,1524,3297
689999384604450816,323,1265
689993469801164801,395,1323
689977555533848577,399,1234
689905486972461056,607,2210
689877686181715968,1022,2737
689835978131935233,672,1966
689661964914655233,837,2921
689659372465688576,3410,9288
689623661272240129,570,1993
689599056876867584,4942,10500
689557536375177216,393,1855
689517482558820352,1269,3062
689289219123089408,829,2029
689283819090870273,978,2940
689280876073582592,631,1784
689275259254616065,218,1028
689255633275777024,955,2286
689154315265683456,877,2788
689143371370250240,449,1832
688916208532455424,760,2436
688908934925697024,696,1898
688898160958271489,701,1880
688894073864884227,609,2018
688828561667567616,310,1253
688804835492233216,165,869
688789766343622656,591,2004
688547210804498433,611,2338
688519176466644993,647,2101
688385280030670848,4003,8312
688211956440801280,729,2031
688179443353796608,517,1922
688116655151435777,685,2552
688064179421470721,313,1549
687841446767013888,2197,4883
687826841265172480,990,2459
687818504314159109,847,2232
687807801670897665,638,2130
687732144991551489,585,1582
687704180304273409,757,2190
687664829264453632,463,1760
687494652870668288,518,1716
687480748861947905,215,1440
687476254459715584,471,1779
687460506001633280,483,1842
687399393394311168,541,1703
687317306314240000,8172,18198
687312378585812992,1699,3922
687127927494963200,2009,4860
687124485711986689,453,1974
687109925361856513,2194,5247
687102708889812993,854,2113
687096057537363968,544,2025
686947101016735744,2842,7784
686760001961103360,1236,3169
686749460672679938,1292,3131
686730991906516992,1071,3717
686683045143953408,718,2549
686618349602762752,1217,3336
686606069955735556,482,1705
686394059078897668,625,1554
686386521809772549,768,2928
686377065986265092,501,1994
686358356425093120,577,1941
686286779679375361,1486,3627
686050296934563840,647,2025
686035780142297088,101,1035
686034024800862208,1008,2779
686007916130873345,355,2233
686003207160610816,553,1641
685973236358713344,466,1886
685943807276412928,520,1464
685906723014619143,2538,6744
685681090388975616,106,1836
685667379192414208,506,2138
685663452032069632,1308,2911
685641971164143616,687,2644
685547936038666240,13821,29649
685532292383666176,1029,2746
685325112850124800,3510,8464
685321586178670592,570,2393
685315239903100929,926,2958
685307451701334016,384,1870
685268753634967552,1047,2760
685198997565345792,583,2086
685169283572338688,1254,3685
684969860808454144,319,2160
684959798585110529,2755,6151
684940049151070208,918,2884
684926975086034944,409,3124
684914660081053696,1291,3147
684902183876321280,455,1664
684880619965411328,707,1872
684830982659280897,19239,31561
684800227459624960,892,2455
684594889858887680,3106,7986
684588130326986752,1256,3733
684567543613382656,1078,2705
684538444857667585,834,2373
684481074559381504,1049,3480
684460069371654144,490,1775
684241637099323392,2894,7314
684225744407494656,182,1109
684222868335505415,1217,3418
684200372118904832,920,1922
684195085588783105,448,1714
684188786104872960,1020,3126
684177701129875456,579,1818
684147889187209216,1331,2658
684122891630342144,415,1813
684097758874210310,1262,3697
683857920510050305,996,3431
683852578183077888,309,1749
683849932751646720,835,2354
683834909291606017,1000,2356
683828599284170753,955,2526
683773439333797890,1196,2981
683742671509258241,2947,5821
683515932363329536,2566,6664
683498322573824003,856,2851
683481228088049664,884,2387
683462770029932544,606,2174
683449695444799489,1427,3492
683391852557561860,2136,6852
683357973142474752,811,2609
683142553609318400,922,2579
683111407806746624,809,3057
683098815881154561,578,1948
683078886620553216,509,1797
683030066213818368,649,1943
682962037429899265,14594,32930
682808988178739200,149,1581
682788441537560576,1001,2229
682750546109968385,386,1361
682697186228989953,327,1178
682662431982772225,961,2726
682638830361513985,524,1850
682429480204398592,1017,3089
682406705142087680,1555,6768
682393905736888321,580,2009
682389078323662849,418,1493
682303737705140231,871,2755
682259524040966145,1056,3690
682242692827447297,1019,2885
682088079302213632,8691,16359
682059653698686977,1510,4426
682047327939461121,833,2869
682032003584274432,1755,5917
682003177596559360,1338,2786
681981167097122816,903,2522
681891461017812993,730,2203
681694085539872773,3595,11486
681679526984871937,391,1586
681654059175129088,804,2359
681610798867845120,410,1688
681579835668455424,1156,3168
681523177663676416,5088,12861
681340665377193984,246,1474
681339448655802368,3626,8356
681320187870711809,657,2352
681302363064414209,1593,3503
681297372102656000,837,2897
681281657291280384,976,2894
681261549936340994,233,1290
681242418453299201,460,1316
681231109724700672,430,2177
681193455364796417,1302,3319
680970795137544192,573,2159
680959110691590145,1779,4130
680940246314430465,914,2846
680934982542561280,385,1865
680913438424612864,551,2152
680889648562991104,315,1561
680836378243002368,1159,3109
680805554198020098,593,1915
680801747103793152,727,2129
680798457301471234,922,2540
680609293079592961,615,2342
680583894916304897,1168,3223
680497766108381184,1698,3787
680494726643068929,427,1538
680473011644985345,653,2293
680440374763077632,425,1291
680221482581123072,254,1318
680206703334408192,1014,2519
680191257256136705,434,1934
680176173301628928,1362,3459
680161097740095489,650,2089
680145970311643136,1524,3224
680130881361686529,836,2052
680115823365742593,812,2441
680100725817409536,1217,3219
680085611152338944,7983,11486
680070545539371008,760,2325
679877062409191424,568,1731
679872969355714560,584,1957
679862121895714818,538,2186
679854723806179328,1076,2545
679844490799091713,675,2133
679828447187857408,12290,32304
679777920601223168,972,2786
679736210798047232,703,1866
679729593985699840,731,1949
679722016581222400,420,1493
679530280114372609,1842,4269
679527802031484928,642,2357
679511351870550016,1115,2989
679503373272485890,1310,2836
679475951516934144,565,1868
679462823135686656,16692,28706
679405845277462528,1044,2106
679158373988876288,7076,18947
679148763231985668,897,2486
679132435750195208,1012,2617
679111216690831360,2254,5292
679062614270468097,7061,15110
679047485189439488,579,2014
679001094530465792,1071,2535
678991772295516161,995,2017
678969228704284672,404,1456
678800283649069056,799,2294
678798276842360832,1006,3092
678774928607469569,800,2508
678767140346941444,1198,3140
678764513869611008,411,1451
678755239630127104,2874,6350
678740035362037760,1463,3312
678708137298427904,2135,4987
678675843183484930,1289,2536
678643457146150913,351,1822
678446151570427904,1342,3576
678424312106393600,2214,4880
678410210315247616,1579,3735
678399652199309312,27988,71686
678396796259975168,364,1416
678389028614488064,369,1667
678380236862578688,801,2181
678341075375947776,465,1531
678334497360859136,220,1156
678278586130948096,5386,10173
678255464182861824,320,1416
678023323247357953,336,1695
678021115718029313,5503,12049
677961670166224897,1494,3064
677918531514703872,352,1185
677895101218201600,1797,4279
677716515794329600,851,2708
677700003327029250,1257,3031
677698403548192770,279,1086
677687604918272002,733,2206
677673981332312066,1316,2959
677662372920729601,827,1733
677644091929329666,713,1660
677573743309385728,585,1893
677565715327688705,401,1155
677557565589463040,988,2167
677547928504967168,3216,6166
677530072887205888,196,938
677335745548390400,1516,2676
677334615166730240,246,1195
677331501395156992,202,962
677328882937298944,1308,3248
677314812125323265,458,1459
677301033169788928,348,1082
677269281705472000,624,1755
677228873407442944,1422,3138
677187300187611136,792,2428
676975532580409345,927,2460
676957860086095872,709,1975
676949632774234114,344,1152
676948236477857792,756,1908
676946864479084545,320,1529
676942428000112642,657,1829
676936541936185344,4334,11301
676916996760600576,1585,2633
676897532954456065,627,1991
676864501615042560,611,1834
676821958043033607,13481,20173
676819651066732545,588,1611
676811746707918848,368,1272
676776431406465024,1769,4429
676617503762681856,836,2560
676613908052996102,169,957
676606785097199616,381,1674
676603393314578432,332,1017
676593408224403456,1837,4024
676590572941893632,105,814
676588346097852417,679,2031
676582956622721024,247,1045
676575501977128964,974,2272
676533798876651520,482,1659
676496375194980353,456,1335
676470639084101634,4087,10317
676440007570247681,576,1529
676430933382295552,298,1227
676263575653122048,471,1835
676237365392908289,240,1054
676219687039057920,27209,69232
676215927814406144,505,1523
676191832485810177,894,1999
676146341966438401,573,1715
676121918416756736,1006,1903
676101918813499392,1031,2526
676098748976615425,1222,2611
676089483918516224,381,1147
675898130735476737,494,1403
675891555769696257,743,1870
675888385639251968,819,2066
675878199931371520,1217,3676
675870721063669760,484,1426
675853064436391936,1111,2366
675849018447167488,122,839
675845657354215424,761,1991
675822767435051008,467,1345
675820929667219457,199,931
675798442703122432,2990,9093
675781562965868544,412,1417
675740360753160193,288,1031
675710890956750848,704,1634
675707330206547968,586,1745
675706639471788032,82,563
675534494439489536,348,1619
675531475945709568,319,1040
675522403582218240,244,910
675517828909424640,398,1114
675501075957489664,5105,15113
675497103322386432,1105,2743
675489971617296384,523,1117
675483430902214656,831,1614
675432746517426176,493,1333
675372240448454658,445,1490
675362609739206656,187,916
675354435921575936,14640,28916
675349384339542016,1957,3445
675334060156301312,1107,2420
675166823650848770,1351,3096
675153376133427200,2216,5460
675149409102012420,1469,3270
675147105808306176,193,826
675146535592706048,248,1036
675145476954566656,762,1869
675135153782571009,403,1133
675113801096802304,675,1693
675111688094527488,209,843
675109292475830276,980,2453
675047298674663426,268,906
675015141583413248,1008,2352
675006312288268288,194,851
675003128568291329,395,1352
674999807681908736,934,1937
674805413498527744,304,732
674800520222154752,732,2624
674793399141146624,929,2158
674790488185167872,213,960
674788554665512960,180,703
674781762103414784,1013,1750
674774481756377088,397,958
674767892831932416,680,1587
674764817387900928,197,681
674754018082705410,374,1198
674752233200820224,388,1272
674743008475090944,453,1228
674742531037511680,42,420
674739953134403584,320,944
674737130913071104,79,562
674690135443775488,404,1002
674670581682434048,554,1411
674664755118911488,200,794
674646392044941312,419,1231
674644256330530816,235,903
674638615994089473,499,1480
674632714662858753,491,1313
674606911342424069,85,826
674468880899788800,1754,5449
674447403907457024,305,931
674436901579923456,336,958
674422304705744896,452,1248
674416750885273600,113,587
674410619106390016,388,1038
674394782723014656,479,1298
674372068062928900,274,738
674330906434379776,64,483
674318007229923329,440,1216
674307341513269249,5922,9894
674291837063053312,5038,12838
674271431610523648,629,1358
674269164442398721,199,798
674265582246694913,720,1427
674262580978937856,370,1148
674255168825880576,455,1268
674082852460433408,141,656
674075285688614912,243,861
674063288070742018,1877,5563
674053186244734976,1096,2871
674051556661161984,421,1258
674045139690631169,549,1237
674042553264685056,107,619
674038233588723717,359,947
674036086168010753,180,739
674024893172875264,1057,1547
674019345211760640,257,984
674014384960745472,545,1352
674008982932058114,294,1059
673956914389192708,819,1704
673919437611909120,314,1031
673906403526995968,1398,2774
673887867907739649,218,818
673716320723169284,660,2701
673715861853720576,1777,3078
673711475735838725,259,917
673709992831262724,229,729
673708611235921920,250,933
673707060090052608,336,964
673705679337693185,349,1099
673700254269775872,486,1252
673697980713705472,1662,3418
673689733134946305,557,1496
673688752737402881,425,1094
673686845050527744,365,1247
673680198160809984,398,1194
673662677122719744,318,1097
673656262056419329,192,628
673636718965334016,303,966
673612854080196609,616,1389
673583129559498752,305,1036
673580926094458881,230,715
673576835670777856,475,1197
673363615379013632,263,910
673359818736984064,579,1255
673355879178194945,486,1299
673352124999274496,467,1457
673350198937153538,181,662
673345638550134785,1081,2170
673343217010679808,231,835
673342308415348736,481,1105
673320132811366400,6729,11652
673317986296586240,213,755
673295268553605120,2688,6559
673270968295534593,307,919
673240798075449344,603,1234
673213039743795200,707,1913
673148804208660480,534,1448
672997845381865473,616,1699
672995267319328768,245,818
672988786805112832,252,850
672984142909456390,460,1084
672980819271634944,872,1582
672975131468300288,763,1447
672970152493887488,297,808
672968025906282496,455,1138
672964561327235073,541,1227
672902681409806336,415,1181
672898206762672129,350,765
672884426393653248,718,1333
672877615439593473,295,881
672834301050937345,492,1125
672828477930868736,408,1081
672640509974827008,267,845
672622327801233409,412,1123
672614745925664768,507,1059
672609152938721280,332,933
672604026190569472,332,940
672594978741354496,518,1137
672591762242805761,277,818
672591271085670400,153,625
672538107540070400,309,879
672523490734551040,142,536
672488522314567680,361,969
672482722825261057,511,963
672481316919734272,109,624
672475084225949696,601,1260
672466075045466113,436,1161
672272411274932228,2871,5595
672267570918129665,523,1277
672264251789176834,280,994
672256522047614977,1302,2449
672254177670729728,638,1244
672248013293752320,510,1488
672245253877968896,128,591
672239279297454080,270,796
672231046314901505,867,1581
672222792075620352,169,689
672205392827572224,987,1924
672169685991993344,312,887
672160042234327040,299,751
672139350159835138,585,1511
672125275208069120,960,2070
672095186491711488,323,852
672082170312290304,315,818
672068090318987265,437,1110
671896809300709376,3612,7402
671891728106971137,471,1146
671882082306625538,1180,3022
671879137494245376,561,1218
671874878652489728,470,1080
671866342182637568,410,977
671855973984772097,362,779
671789708968640512,2946,6148
671768281401958400,421,1018
671763349865160704,758,1456
671744970634719232,641,1171
671743150407421952,196,656
671735591348891648,644,1258
671729906628341761,3727,7295
671561002136281088,6174,11087
671550332464455680,182,795
671547767500775424,489,1185
671544874165002241,877,1698
671542985629241344,474,937
671538301157904385,333,820
671536543010570240,338,1013
671533943490011136,489,884
671528761649688577,209,717
671520732782923777,441,1196
671518598289059840,245,819
671511350426865664,595,1386
671504605491109889,3059,6078
671497587707535361,375,799
671488513339211776,405,863
671486386088865792,168,498
671485057807351808,190,657
671390180817915904,641,1258
671362598324076544,254,956
671357843010908160,132,345
671355857343524864,102,406
671347597085433856,361,811
671186162933985280,173,615
671182547775299584,278,953
671166507850801152,299,759
671163268581498880,948,1422
671159727754231808,67,310
671154572044468225,184,607
671151324042559489,127,568
671147085991960577,189,567
671141549288370177,561,997
671138694582165504,333,798
671134062904504320,157,635
671122204919246848,2149,3010
671115716440031232,660,1188
671109016219725825,373,978
670995969505435648,235,943
670842764863651840,7407,21384
670840546554966016,165,512
670838202509447168,586,956
670833812859932673,108,372
670832455012716544,181,627
670826280409919488,3435,4749
670823764196741120,157,659
670822709593571328,82,535
670815497391357952,1284,2709
670811965569282048,226,958
670807719151067136,422,1029
670804601705242624,804,1692
670803562457407488,75,296
670797304698376195,199,645
670792680469889025,234,720
670789397210615808,209,569
670786190031921152,164,516
670783437142401025,323,710
670782429121134593,643,1314
670780561024270336,246,687
670778058496974848,62,291
670764103623966721,364,936
670755717859713024,86,386
670733412878163972,440,830
670727704916926465,311,720
670717338665226240,407,1021
670704688707301377,311,677
670691627984359425,207,505
670679630144274432,235,646
670676092097810432,35,211
670668383499735048,4220,9200
670474236058800128,626,1309
670468609693655041,77,308
670465786746662913,457,841
670452855871037440,173,478
670449342516494336,559,1057
670444955656130560,1712,5901
670442337873600512,173,569
670435821946826752,427,913
670434127938719744,551,1237
670433248821026816,98,289
670428280563085312,509,1194
670427002554466305,140,451
670421925039075328,537,1106
670420569653809152,261,528
670417414769758208,280,488
670411370698022913,753,1750
670408998013820928,182,476
670403879788544000,125,368
670385711116361728,169,482
670374371102445568,230,656
670361874861563904,54,285
670338931251150849,95,365
670319130621435904,1049,3369
670303360680108032,104,376
670290420111441920,245,614
670093938074779648,274,889
670086499208155136,212,601
670079681849372674,1038,1912
670073503555706880,673,1358
670069087419133954,204,528
670061506722140161,280,648
670055038660800512,276,581
670046952931721218,147,561
670040295598354432,95,641
670037189829525505,233,514
670003130994700288,76,284
669993076832759809,66,277
669972011175813120,130,384
669970042633789440,43,262
669942763794931712,129,434
669926384437997569,80,328
669923323644657664,50,198
669753178989142016,333,688
669749430875258880,55,224
669684865554620416,74,438
669683899023405056,91,332
669682095984410625,111,306
669680153564442624,240,572
669661792646373376,356,701
669625907762618368,1539,3045
669603084620980224,315,831
669597912108789760,127,439
669583744538451968,783,1294
669573570759163904,117,380
669571471778410496,860,1378
669567591774625800,44,199
669564461267722241,99,328
669393256313184256,60,305
669375718304980992,615,1149
669371483794317312,145,425
669367896104181761,126,398
669363888236994561,197,545
669359674819481600,101,321
669354382627049472,1071,2326
669353438988365824,221,556
669351434509529089,149,370
669328503091937280,353,885
669327207240699904,98,486
669324657376567296,179,430
669216679721873412,341,1028
669214165781868544,133,375
669203728096960512,398,867
669037058363662336,258,560
669015743032369152,319,635
669006782128353280,204,501
669000397445533696,5410,18118
668994913074286592,184,382
668992363537309700,287,640
668989615043424256,284,582
668988183816871936,387,780
668986018524233728,133,465
668981893510119424,253,466
668979806671884288,284,687
668975677807423489,490,1130
668967877119254528,18,123
668960084974809088,206,600
668955713004314625,62,234
668932921458302977,48,224
668902994700836864,85,271
668892474547511297,122,342
668872652652679168,258,463
668852170888998912,139,399
668826086256599040,110,374
668815180734689280,217,477
668779399630725120,318,618
668655139528511488,183,459
668645506898350081,449,752
668643542311546881,439,761
668641109086707712,456,923
668636665813057536,426,894
668633411083464705,1362,2417
668631377374486528,273,603
668627278264475648,95,271
668625577880875008,107,322
668623201287675904,646,1228
668620235289837568,35,180
668614819948453888,265,533
668587383441514497,911,1444
668567822092664832,45,203
668544745690562560,193,439
668542336805281792,178,388
668537837512433665,61,220
668528771708952576,187,395
668507509523615744,86,269
668496999348633600,113,349
668484198282485761,203,358
668480044826800133,125,382
668466899341221888,433,750
668297328638447616,252,542
668291999406125056,26,208
668286279830867968,109,427
668274247790391296,193,701
668268907921326080,204,473
668256321989451776,505,1126
668248472370458624,398,813
668237644992782336,2368,5315
668226093875376128,84,241
668221241640230912,169,442
668204964695683073,168,477
668190681446379520,169,560
668171859951755264,159,413
668154635664932864,265,428
668142349051129856,233,497
668113020489474048,206,564
667937095915278337,675,1089
667924896115245057,95,260
667915453470232577,46,180
667911425562669056,238,421
667902449697558528,323,738
667886921285246976,896,1617
667885044254572545,388,714
667878741721415682,100,340
667873844930215936,330,537
667866724293877760,877,2642
667861340749471744,68,217
667832474953625600,53,246
667806454573760512,411,907
667801013445750784,80,276
667793409583771648,277,591
667782464991965184,208,354
667773195014021121,44,199
667766675769573376,184,367
667728196545200128,125,319
667724302356258817,261,417
667550904950915073,28,0
667550882905632768,25,0
667549055577362432,1889,4966
667546741521195010,104,300
667544320556335104,449,744
667538891197542400,57,171
667534815156183040,439,703
667530908589760512,204,403
667524857454854144,950,1465
667517642048163840,163,326
667509364010450944,1831,5864
667502640335572993,191,473
667495797102141441,227,443
667491009379606528,186,447
667470559035432960,85,220
667455448082227200,53,167
667453023279554560,69,277
667443425659232256,479,669
667437278097252352,198,388
667435689202614272,75,263
667405339315146752,192,401
667393430834667520,50,164
